id,sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,preschool_quota,preschool_education_centers_raion,children_school,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25,culture_objects_top_25_raion,shopping_centers_raion,office_raion,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,full_all,male_f,female_f,young_all,young_male,young_female,work_all,work_male,work_female,ekder_all,ekder_male,ekder_female,0_6_all,0_6_male,0_6_female,7_14_all,7_14_male,7_14_female,0_17_all,0_17_male,0_17_female,16_29_all,16_29_male,16_29_female,0_13_all,0_13_male,0_13_female,raion_build_count_with_material_info,build_count_block,build_count_wood,build_count_frame,build_count_brick,build_count_monolith,build_count_panel,build_count_foam,build_count_slag,build_count_mix,raion_build_count_with_builddate_info,build_count_before_1920,build_count_1921-1945,build_count_1946-1970,build_count_1971-1995,build_count_after_1995,ID_metro,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,kindergarten_km,school_km,park_km,green_zone_km,industrial_km,water_treatment_km,cemetery_km,incineration_km,railroad_station_walk_km,railroad_station_walk_min,ID_railroad_station_walk,railroad_station_avto_km,railroad_station_avto_min,ID_railroad_station_avto,public_transport_station_km,public_transport_station_min_walk,water_km,water_1line,mkad_km,ttk_km,sadovoe_km,bulvar_ring_km,kremlin_km,big_road1_km,ID_big_road1,big_road1_1line,big_road2_km,ID_big_road2,railroad_km,railroad_1line,zd_vokzaly_avto_km,ID_railroad_terminal,bus_terminal_avto_km,ID_bus_terminal,oil_chemistry_km,nuclear_reactor_km,radiation_km,power_transmission_line_km,thermal_power_plant_km,ts_km,big_market_km,market_shop_km,fitness_km,swim_pool_km,ice_rink_km,stadium_km,basketball_km,hospice_morgue_km,detention_facility_km,public_healthcare_km,university_km,workplaces_km,shopping_centers_km,office_km,additional_education_km,preschool_km,big_church_km,church_synagogue_km,mosque_km,theater_km,museum_km,exhibition_km,catering_km,ecology,green_part_500,prom_part_500,office_count_500,office_sqm_500,trc_count_500,trc_sqm_500,cafe_count_500,cafe_sum_500_min_price_avg,cafe_sum_500_max_price_avg,cafe_avg_price_500,cafe_count_500_na_price,cafe_count_500_price_500,cafe_count_500_price_1000,cafe_count_500_price_1500,cafe_count_500_price_2500,cafe_count_500_price_4000,cafe_count_500_price_high,big_church_count_500,church_count_500,mosque_count_500,leisure_count_500,sport_count_500,market_count_500,green_part_1000,prom_part_1000,office_count_1000,office_sqm_1000,trc_count_1000,trc_sqm_1000,cafe_count_1000,cafe_sum_1000_min_price_avg,cafe_sum_1000_max_price_avg,cafe_avg_price_1000,cafe_count_1000_na_price,cafe_count_1000_price_500,cafe_count_1000_price_1000,cafe_count_1000_price_1500,cafe_count_1000_price_2500,cafe_count_1000_price_4000,cafe_count_1000_price_high,big_church_count_1000,church_count_1000,mosque_count_1000,leisure_count_1000,sport_count_1000,market_count_1000,green_part_1500,prom_part_1500,office_count_1500,office_sqm_1500,trc_count_1500,trc_sqm_1500,cafe_count_1500,cafe_sum_1500_min_price_avg,cafe_sum_1500_max_price_avg,cafe_avg_price_1500,cafe_count_1500_na_price,cafe_count_1500_price_500,cafe_count_1500_price_1000,cafe_count_1500_price_1500,cafe_count_1500_price_2500,cafe_count_1500_price_4000,cafe_count_1500_price_high,big_church_count_1500,church_count_1500,mosque_count_1500,leisure_count_1500,sport_count_1500,market_count_1500,green_part_2000,prom_part_2000,office_count_2000,office_sqm_2000,trc_count_2000,trc_sqm_2000,cafe_count_2000,cafe_sum_2000_min_price_avg,cafe_sum_2000_max_price_avg,cafe_avg_price_2000,cafe_count_2000_na_price,cafe_count_2000_price_500,cafe_count_2000_price_1000,cafe_count_2000_price_1500,cafe_count_2000_price_2500,cafe_count_2000_price_4000,cafe_count_2000_price_high,big_church_count_2000,church_count_2000,mosque_count_2000,leisure_count_2000,sport_count_2000,market_count_2000,green_part_3000,prom_part_3000,office_count_3000,office_sqm_3000,trc_count_3000,trc_sqm_3000,cafe_count_3000,cafe_sum_3000_min_price_avg,cafe_sum_3000_max_price_avg,cafe_avg_price_3000,cafe_count_3000_na_price,cafe_count_3000_price_500,cafe_count_3000_price_1000,cafe_count_3000_price_1500,cafe_count_3000_price_2500,cafe_count_3000_price_4000,cafe_count_3000_price_high,big_church_count_3000,church_count_3000,mosque_count_3000,leisure_count_3000,sport_count_3000,market_count_3000,green_part_5000,prom_part_5000,office_count_5000,office_sqm_5000,trc_count_5000,trc_sqm_5000,cafe_count_5000,cafe_sum_5000_min_price_avg,cafe_sum_5000_max_price_avg,cafe_avg_price_5000,cafe_count_5000_na_price,cafe_count_5000_price_500,cafe_count_5000_price_1000,cafe_count_5000_price_1500,cafe_count_5000_price_2500,cafe_count_5000_price_4000,cafe_count_5000_price_high,big_church_count_5000,church_count_5000,mosque_count_5000,leisure_count_5000,sport_count_5000,market_count_5000
4835,Poselenie Sosenskoe,66772450.69,9553,0.336176896,0.072157581,656,NA,0,629,NA,0,0,NA,0,0,1,0,no,0,0,1,no,no,no,no,no,yes,no,no,13890,6584,7307,1370,709,661,6127,3237,2890,2056,583,1473,656,340,316,629,325,305,1542,801,742,3134,1753,1381,1207,623,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,6.422674256,5.093223226,60.32009193,5.026674327,2.632970607,2.674023273,3.497252,0.363251558,0.563741961,5.121225,3.6741,8.288452,11.30129102,135.6154923,47,11.99247937,10.97512696,73,2.017461987,24.20954384,1.95766733,no,2.489942245,15.67545385,18.75155555,19.99619041,20.70999294,2.489942235,1,no,2.96998655,38,3.419030444,no,23.9792425,32,10.35657766,9,20.58714481,13.30039522,2.73945791,0.382452927,7.610823161,4.543734354,6.103614569,7.980757919,2.067629781,5.369800853,4.462235832,13.20082249,5.552935228,2.943103527,25.5635311,4.583448907,10.02326639,4.640873354,2.8338186,5.008221465,3.632073284,2.674023273,3.940874858,0.292257344,2.955248662,12.76180862,11.74973155,8.253908186,2.013040047,no data,11.01,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,45.25,3.73,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,50.15,9.31,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,54.17,9.92,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,49.19,7.26,0,0,1,31000,3,1000,1666.67,1333.33,0,0,1,1,1,0,0,0,3,1,0,1,0,38.3,5.42,0,0,18,480980,37,870.59,1426.47,1148.53,3,7,9,12,4,2,0,3,15,1,0,24,4
4865,Poselenie Moskovskij,40366999.51,21819,0.492839845,0.075778755,1497,NA,0,1437,NA,0,0,NA,0,0,3,3,no,0,2,3,no,no,no,no,no,no,no,no,7341,3445,3898,3128,1618,1510,13996,7394,6602,4695,1331,3365,1497,777,721,1437,741,697,3523,1830,1694,1566,840,727,2756,1423,1333,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,206,8.45855358,6.732361525,68.40294361,5.700245301,3.861878188,3.53267974,6.520122631,0.183506282,0.238926062,13.99758,2.486043,18.01898,7.71367771,92.56413252,24,8.623782665,11.93551068,19,0.133601776,1.603221313,1.263288695,no,8.184751973,18.68636518,21.3805548,22.54890872,23.37369741,0.478623108,13,no,6.886762445,27,3.673876085,no,30.92768742,50,15.26959574,8,29.54613155,18.32511228,9.301083997,5.601574266,12.15107309,6.00980423,13.44896211,9.62496385,1.869427067,6.507849129,6.702008717,11.80154167,10.56646531,4.952101232,30.31303863,6.039066877,10.79661863,9.907036683,0.980816915,0.980816915,0.59485962,3.53267974,4.471585757,0.743591573,13.18857102,11.3625278,11.3455069,6.304777232,0.537798127,no data,21.17,14.29,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,32.38,4.89,1,117300,1,117300,1,500,1000,750,0,0,1,0,0,0,0,0,2,0,0,0,0,42.82,11.46,1,117300,1,117300,1,500,1000,750,0,0,1,0,0,0,0,0,2,0,0,0,0,46.43,12.07,1,117300,1,117300,1,500,1000,750,0,0,1,0,0,0,0,0,3,0,0,1,0,56.34,6.82,1,117300,1,117300,1,500,1000,750,0,0,1,0,0,0,0,0,3,0,0,2,0,46.77,4.56,1,117300,3,139300,14,661.54,1153.85,907.69,1,2,7,3,1,0,0,1,7,0,0,8,0
4869,Poselenie Sosenskoe,66772450.69,9553,0.336176896,0.072157581,656,NA,0,629,NA,0,0,NA,0,0,1,0,no,0,0,1,no,no,no,no,no,yes,no,no,13890,6584,7307,1370,709,661,6127,3237,2890,2056,583,1473,656,340,316,629,325,305,1542,801,742,3134,1753,1381,1207,623,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,6.840490807,5.862116536,70.34539843,5.862116536,3.089232426,3.344194769,4.756826953,0.57270762,0.069663091,5.277111,1.783231,10.36065,9.749520114,116.9942414,47,9.753519799,12.3872736,47,0.131735752,1.580829026,0.213653591,no,3.867797191,17.03413759,20.0135294,21.19331015,21.92383995,1.694436222,38,no,3.867797198,1,3.814311419,no,23.07038269,32,8.041250701,8,22.64969116,15.24297247,4.588291809,1.28127075,9.678121327,5.444635212,4.7854703,6.915744047,0.473988994,8.786773723,7.879208702,12.62183409,7.398827259,4.942447207,27.11190375,5.150370976,9.444277993,6.356564505,4.465898353,4.129320146,4.649326552,3.344194769,4.433483181,0.566268641,3.882463867,12.18282022,12.46619508,9.215325054,0.078567473,no data,0,12.13,0,0,0,0,1,500,1000,750,0,0,1,0,0,0,0,0,0,0,0,1,0,5.21,12.19,0,0,0,0,1,500,1000,750,0,0,1,0,0,0,0,0,1,0,0,1,0,11.54,12.73,0,0,0,0,1,500,1000,750,0,0,1,0,0,0,0,0,1,0,0,1,0,23.03,8.07,0,0,0,0,1,500,1000,750,0,0,1,0,0,0,0,0,2,0,0,1,0,31.71,5.09,0,0,0,0,4,1750,2875,2312.5,0,0,1,0,1,2,0,0,5,0,0,1,0,34.09,6.71,1,85159,6,307076,17,1081.25,1750,1415.63,1,1,4,7,2,2,0,1,14,1,0,13,0
4892,Novo-Peredelkino,8591335.051,111023,0.058543047,0.025609157,6354,4249,7,5261,9373,7,0,240,3,0,6,4,no,0,1,0,no,no,no,no,no,no,no,no,132349,63514,68835,12244,6418,5826,81271,42748,38523,17508,4780,12728,6354,3372,2982,5261,2730,2531,13507,7088,6419,27107,13773,13334,11003,5778,5225,743,13,372,83,114,18,123,0,12,8,744,4,187,209,170,174,21,1.556289954,1.106383968,13.11912921,1.093260768,0.40980408,0.187099572,2.361150959,0.564688871,0.455460072,16.09206,1.103615,17.29969,1.073577852,12.88293422,24,1.073577852,1.628023383,24,0.067036246,0.804434953,0.474620277,no,4.852239528,14.93939229,17.65713927,18.82836288,19.68847158,2.761216983,13,no,4.536181181,22,0.849112357,no,23.732453,50,15.21628995,8,27.7894995,15.11879365,6.865382507,3.581780658,8.016750779,1.674503233,13.39565632,3.601885175,0.763653799,1.299636818,1.441804933,11.96214616,6.333720951,5.122149996,23.11780421,0.489565154,9.224489698,7.901797803,0.655800807,2.915992071,1.379102105,0.187099572,1.889334703,1.040516917,10.39586241,11.52313229,7.638838451,2.294995587,0.368699609,good,0,0.28,0,0,0,0,3,666.67,1166.67,916.67,0,0,2,1,0,0,0,0,0,0,0,0,0,12.27,13.61,0,0,1,5000,3,666.67,1166.67,916.67,0,0,2,1,0,0,0,0,0,0,0,1,0,17.87,17.93,0,0,1,5000,7,614.29,1071.43,842.86,0,1,4,2,0,0,0,0,1,0,0,5,0,21.38,17.75,0,0,1,5000,9,600,1062.5,831.25,1,1,5,2,0,0,0,1,2,0,0,9,0,28.36,15.46,1,60000,4,97000,16,635.71,1107.14,871.43,2,3,7,3,1,0,0,2,7,0,1,10,1,35.7,8.01,3,183000,8,241350,22,757.89,1289.47,1023.68,3,3,9,5,1,1,0,2,10,0,1,11,2
4896,Novo-Peredelkino,8591335.051,111023,0.058543047,0.025609157,6354,4249,7,5261,9373,7,0,240,3,0,6,4,no,0,1,0,no,no,no,no,no,no,no,no,132349,63514,68835,12244,6418,5826,81271,42748,38523,17508,4780,12728,6354,3372,2982,5261,2730,2531,13507,7088,6419,27107,13773,13334,11003,5778,5225,743,13,372,83,114,18,123,0,12,8,744,4,187,209,170,174,21,1.556289954,1.106383968,13.11912921,1.093260768,0.40980408,0.187099572,2.361150959,0.564688871,0.455460072,16.09206,1.103615,17.29969,1.073577852,12.88293422,24,1.073577852,1.628023383,24,0.067036246,0.804434953,0.474620277,no,4.852239528,14.93939229,17.65713927,18.82836288,19.68847158,2.761216983,13,no,4.536181181,22,0.849112357,no,23.732453,50,15.21628995,8,27.7894995,15.11879365,6.865382507,3.581780658,8.016750779,1.674503233,13.39565632,3.601885175,0.763653799,1.299636818,1.441804933,11.96214616,6.333720951,5.122149996,23.11780421,0.489565154,9.224489698,7.901797803,0.655800807,2.915992071,1.379102105,0.187099572,1.889334703,1.040516917,10.39586241,11.52313229,7.638838451,2.294995587,0.368699609,good,0,0.28,0,0,0,0,3,666.67,1166.67,916.67,0,0,2,1,0,0,0,0,0,0,0,0,0,12.27,13.61,0,0,1,5000,3,666.67,1166.67,916.67,0,0,2,1,0,0,0,0,0,0,0,1,0,17.87,17.93,0,0,1,5000,7,614.29,1071.43,842.86,0,1,4,2,0,0,0,0,1,0,0,5,0,21.38,17.75,0,0,1,5000,9,600,1062.5,831.25,1,1,5,2,0,0,0,1,2,0,0,9,0,28.36,15.46,1,60000,4,97000,16,635.71,1107.14,871.43,2,3,7,3,1,0,0,2,7,0,1,10,1,35.7,8.01,3,183000,8,241350,22,757.89,1289.47,1023.68,3,3,9,5,1,1,0,2,10,0,1,11,2
4898,Poselenie Sosenskoe,66772450.69,9553,0.336176896,0.072157581,656,NA,0,629,NA,0,0,NA,0,0,1,0,no,0,0,1,no,no,no,no,no,yes,no,no,13890,6584,7307,1370,709,661,6127,3237,2890,2056,583,1473,656,340,316,629,325,305,1542,801,742,3134,1753,1381,1207,623,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,6.840490807,5.862116536,70.34539843,5.862116536,3.089232426,3.344194769,4.756826953,0.57270762,0.069663091,5.277111,1.783231,10.36065,9.749520114,116.9942414,47,9.753519799,12.3872736,47,0.131735752,1.580829026,0.213653591,no,3.867797191,17.03413759,20.0135294,21.19331015,21.92383995,1.694436222,38,no,3.867797198,1,3.814311419,no,23.07038269,32,8.041250701,8,22.64969116,15.24297247,4.588291809,1.28127075,9.678121327,5.444635212,4.7854703,6.915744047,0.473988994,8.786773723,7.879208702,12.62183409,7.398827259,4.942447207,27.11190375,5.150370976,9.444277993,6.356564505,4.465898353,4.129320146,4.649326552,3.344194769,4.433483181,0.566268641,3.882463867,12.18282022,12.46619508,9.215325054,0.078567473,no data,0,12.13,0,0,0,0,1,500,1000,750,0,0,1,0,0,0,0,0,0,0,0,1,0,5.21,12.19,0,0,0,0,1,500,1000,750,0,0,1,0,0,0,0,0,1,0,0,1,0,11.54,12.73,0,0,0,0,1,500,1000,750,0,0,1,0,0,0,0,0,1,0,0,1,0,23.03,8.07,0,0,0,0,1,500,1000,750,0,0,1,0,0,0,0,0,2,0,0,1,0,31.71,5.09,0,0,0,0,4,1750,2875,2312.5,0,0,1,0,1,2,0,0,5,0,0,1,0,34.09,6.71,1,85159,6,307076,17,1081.25,1750,1415.63,1,1,4,7,2,2,0,1,14,1,0,13,0
4915,Novo-Peredelkino,8591335.051,111023,0.058543047,0.025609157,6354,4249,7,5261,9373,7,0,240,3,0,6,4,no,0,1,0,no,no,no,no,no,no,no,no,132349,63514,68835,12244,6418,5826,81271,42748,38523,17508,4780,12728,6354,3372,2982,5261,2730,2531,13507,7088,6419,27107,13773,13334,11003,5778,5225,743,13,372,83,114,18,123,0,12,8,744,4,187,209,170,174,21,1.556289954,1.106383968,13.11912921,1.093260768,0.40980408,0.187099572,2.361150959,0.564688871,0.455460072,16.09206,1.103615,17.29969,1.073577852,12.88293422,24,1.073577852,1.628023383,24,0.067036246,0.804434953,0.474620277,no,4.852239528,14.93939229,17.65713927,18.82836288,19.68847158,2.761216983,13,no,4.536181181,22,0.849112357,no,23.732453,50,15.21628995,8,27.7894995,15.11879365,6.865382507,3.581780658,8.016750779,1.674503233,13.39565632,3.601885175,0.763653799,1.299636818,1.441804933,11.96214616,6.333720951,5.122149996,23.11780421,0.489565154,9.224489698,7.901797803,0.655800807,2.915992071,1.379102105,0.187099572,1.889334703,1.040516917,10.39586241,11.52313229,7.638838451,2.294995587,0.368699609,good,0,0.28,0,0,0,0,3,666.67,1166.67,916.67,0,0,2,1,0,0,0,0,0,0,0,0,0,12.27,13.61,0,0,1,5000,3,666.67,1166.67,916.67,0,0,2,1,0,0,0,0,0,0,0,1,0,17.87,17.93,0,0,1,5000,7,614.29,1071.43,842.86,0,1,4,2,0,0,0,0,1,0,0,5,0,21.38,17.75,0,0,1,5000,9,600,1062.5,831.25,1,1,5,2,0,0,0,1,2,0,0,9,0,28.36,15.46,1,60000,4,97000,16,635.71,1107.14,871.43,2,3,7,3,1,0,0,2,7,0,1,10,1,35.7,8.01,3,183000,8,241350,22,757.89,1289.47,1023.68,3,3,9,5,1,1,0,2,10,0,1,11,2
4923,Poselenie Desjonovskoe,52995275.39,13890,0.349935291,0.011654127,953,NA,0,915,NA,0,0,NA,0,0,0,1,no,0,0,0,no,no,no,no,no,no,no,no,21819,10343,11477,1991,1030,962,8910,4707,4203,2989,847,2142,953,495,459,915,472,444,2243,1165,1078,4923,2754,2169,1755,906,849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,18.17002961,15.5948894,175.8007318,14.65006099,3.981994795,9.230326142,11.11227231,0.665792576,1.35402136,10.69411,2.646242,19.96983,20.00350496,240.0420595,47,23.8713097,24.45725825,105,0.705857146,8.470285753,0.363733947,no,13.26346346,25.74585926,28.58589775,29.71189686,30.46212649,0.665792576,38,no,9.142103054,13,10.16746626,no,32.78744729,32,17.75831529,8,32.27404284,24.77110201,14.29642309,10.68392519,18.89496019,14.4823218,14.50253489,6.284986173,4.503405273,18.44217115,18.97917426,22.33889869,17.08962743,4.349781591,39.70749516,15.07017239,19.16134259,15.00969055,8.454099521,8.454099521,2.447034242,9.230326142,11.11005396,0.921940976,11.78537058,21.89988481,19.22839086,15.10224195,1.628855325,no data,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,21.75,0.44,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,30.51,0.56,0,0,0,0,3,1000,1666.67,1333.33,0,0,1,1,1,0,0,0,3,0,0,0,0,33.89,0.54,0,0,0,0,5,1200,2000,1600,0,0,2,1,1,1,0,0,3,0,0,0,0,41.74,1.93,0,0,0,0,6,1250,2083.33,1666.67,0,0,2,1,2,1,0,0,7,0,0,1,0
4932,Novo-Peredelkino,8591335.051,111023,0.058543047,0.025609157,6354,4249,7,5261,9373,7,0,240,3,0,6,4,no,0,1,0,no,no,no,no,no,no,no,no,132349,63514,68835,12244,6418,5826,81271,42748,38523,17508,4780,12728,6354,3372,2982,5261,2730,2531,13507,7088,6419,27107,13773,13334,11003,5778,5225,743,13,372,83,114,18,123,0,12,8,744,4,187,209,170,174,21,1.556289954,1.106383968,13.11912921,1.093260768,0.40980408,0.187099572,2.361150959,0.564688871,0.455460072,16.09206,1.103615,17.29969,1.073577852,12.88293422,24,1.073577852,1.628023383,24,0.067036246,0.804434953,0.474620277,no,4.852239528,14.93939229,17.65713927,18.82836288,19.68847158,2.761216983,13,no,4.536181181,22,0.849112357,no,23.732453,50,15.21628995,8,27.7894995,15.11879365,6.865382507,3.581780658,8.016750779,1.674503233,13.39565632,3.601885175,0.763653799,1.299636818,1.441804933,11.96214616,6.333720951,5.122149996,23.11780421,0.489565154,9.224489698,7.901797803,0.655800807,2.915992071,1.379102105,0.187099572,1.889334703,1.040516917,10.39586241,11.52313229,7.638838451,2.294995587,0.368699609,good,0,0.28,0,0,0,0,3,666.67,1166.67,916.67,0,0,2,1,0,0,0,0,0,0,0,0,0,12.27,13.61,0,0,1,5000,3,666.67,1166.67,916.67,0,0,2,1,0,0,0,0,0,0,0,1,0,17.87,17.93,0,0,1,5000,7,614.29,1071.43,842.86,0,1,4,2,0,0,0,0,1,0,0,5,0,21.38,17.75,0,0,1,5000,9,600,1062.5,831.25,1,1,5,2,0,0,0,1,2,0,0,9,0,28.36,15.46,1,60000,4,97000,16,635.71,1107.14,871.43,2,3,7,3,1,0,0,2,7,0,1,10,1,35.7,8.01,3,183000,8,241350,22,757.89,1289.47,1023.68,3,3,9,5,1,1,0,2,10,0,1,11,2
4979,Novo-Peredelkino,8591335.051,111023,0.058543047,0.025609157,6354,4249,7,5261,9373,7,0,240,3,0,6,4,no,0,1,0,no,no,no,no,no,no,no,no,132349,63514,68835,12244,6418,5826,81271,42748,38523,17508,4780,12728,6354,3372,2982,5261,2730,2531,13507,7088,6419,27107,13773,13334,11003,5778,5225,743,13,372,83,114,18,123,0,12,8,744,4,187,209,170,174,21,1.556289954,1.106383968,13.11912921,1.093260768,0.40980408,0.187099572,2.361150959,0.564688871,0.455460072,16.09206,1.103615,17.29969,1.073577852,12.88293422,24,1.073577852,1.628023383,24,0.067036246,0.804434953,0.474620277,no,4.852239528,14.93939229,17.65713927,18.82836288,19.68847158,2.761216983,13,no,4.536181181,22,0.849112357,no,23.732453,50,15.21628995,8,27.7894995,15.11879365,6.865382507,3.581780658,8.016750779,1.674503233,13.39565632,3.601885175,0.763653799,1.299636818,1.441804933,11.96214616,6.333720951,5.122149996,23.11780421,0.489565154,9.224489698,7.901797803,0.655800807,2.915992071,1.379102105,0.187099572,1.889334703,1.040516917,10.39586241,11.52313229,7.638838451,2.294995587,0.368699609,good,0,0.28,0,0,0,0,3,666.67,1166.67,916.67,0,0,2,1,0,0,0,0,0,0,0,0,0,12.27,13.61,0,0,1,5000,3,666.67,1166.67,916.67,0,0,2,1,0,0,0,0,0,0,0,1,0,17.87,17.93,0,0,1,5000,7,614.29,1071.43,842.86,0,1,4,2,0,0,0,0,1,0,0,5,0,21.38,17.75,0,0,1,5000,9,600,1062.5,831.25,1,1,5,2,0,0,0,1,2,0,0,9,0,28.36,15.46,1,60000,4,97000,16,635.71,1107.14,871.43,2,3,7,3,1,0,0,2,7,0,1,10,1,35.7,8.01,3,183000,8,241350,22,757.89,1289.47,1023.68,3,3,9,5,1,1,0,2,10,0,1,11,2
4991,Novo-Peredelkino,8591335.051,111023,0.058543047,0.025609157,6354,4249,7,5261,9373,7,0,240,3,0,6,4,no,0,1,0,no,no,no,no,no,no,no,no,132349,63514,68835,12244,6418,5826,81271,42748,38523,17508,4780,12728,6354,3372,2982,5261,2730,2531,13507,7088,6419,27107,13773,13334,11003,5778,5225,743,13,372,83,114,18,123,0,12,8,744,4,187,209,170,174,21,1.556289954,1.106383968,13.11912921,1.093260768,0.40980408,0.187099572,2.361150959,0.564688871,0.455460072,16.09206,1.103615,17.29969,1.073577852,12.88293422,24,1.073577852,1.628023383,24,0.067036246,0.804434953,0.474620277,no,4.852239528,14.93939229,17.65713927,18.82836288,19.68847158,2.761216983,13,no,4.536181181,22,0.849112357,no,23.732453,50,15.21628995,8,27.7894995,15.11879365,6.865382507,3.581780658,8.016750779,1.674503233,13.39565632,3.601885175,0.763653799,1.299636818,1.441804933,11.96214616,6.333720951,5.122149996,23.11780421,0.489565154,9.224489698,7.901797803,0.655800807,2.915992071,1.379102105,0.187099572,1.889334703,1.040516917,10.39586241,11.52313229,7.638838451,2.294995587,0.368699609,good,0,0.28,0,0,0,0,3,666.67,1166.67,916.67,0,0,2,1,0,0,0,0,0,0,0,0,0,12.27,13.61,0,0,1,5000,3,666.67,1166.67,916.67,0,0,2,1,0,0,0,0,0,0,0,1,0,17.87,17.93,0,0,1,5000,7,614.29,1071.43,842.86,0,1,4,2,0,0,0,0,1,0,0,5,0,21.38,17.75,0,0,1,5000,9,600,1062.5,831.25,1,1,5,2,0,0,0,1,2,0,0,9,0,28.36,15.46,1,60000,4,97000,16,635.71,1107.14,871.43,2,3,7,3,1,0,0,2,7,0,1,10,1,35.7,8.01,3,183000,8,241350,22,757.89,1289.47,1023.68,3,3,9,5,1,1,0,2,10,0,1,11,2
4992,Novo-Peredelkino,8591335.051,111023,0.058543047,0.025609157,6354,4249,7,5261,9373,7,0,240,3,0,6,4,no,0,1,0,no,no,no,no,no,no,no,no,132349,63514,68835,12244,6418,5826,81271,42748,38523,17508,4780,12728,6354,3372,2982,5261,2730,2531,13507,7088,6419,27107,13773,13334,11003,5778,5225,743,13,372,83,114,18,123,0,12,8,744,4,187,209,170,174,21,1.556289954,1.106383968,13.11912921,1.093260768,0.40980408,0.187099572,2.361150959,0.564688871,0.455460072,16.09206,1.103615,17.29969,1.073577852,12.88293422,24,1.073577852,1.628023383,24,0.067036246,0.804434953,0.474620277,no,4.852239528,14.93939229,17.65713927,18.82836288,19.68847158,2.761216983,13,no,4.536181181,22,0.849112357,no,23.732453,50,15.21628995,8,27.7894995,15.11879365,6.865382507,3.581780658,8.016750779,1.674503233,13.39565632,3.601885175,0.763653799,1.299636818,1.441804933,11.96214616,6.333720951,5.122149996,23.11780421,0.489565154,9.224489698,7.901797803,0.655800807,2.915992071,1.379102105,0.187099572,1.889334703,1.040516917,10.39586241,11.52313229,7.638838451,2.294995587,0.368699609,good,0,0.28,0,0,0,0,3,666.67,1166.67,916.67,0,0,2,1,0,0,0,0,0,0,0,0,0,12.27,13.61,0,0,1,5000,3,666.67,1166.67,916.67,0,0,2,1,0,0,0,0,0,0,0,1,0,17.87,17.93,0,0,1,5000,7,614.29,1071.43,842.86,0,1,4,2,0,0,0,0,1,0,0,5,0,21.38,17.75,0,0,1,5000,9,600,1062.5,831.25,1,1,5,2,0,0,0,1,2,0,0,9,0,28.36,15.46,1,60000,4,97000,16,635.71,1107.14,871.43,2,3,7,3,1,0,0,2,7,0,1,10,1,35.7,8.01,3,183000,8,241350,22,757.89,1289.47,1023.68,3,3,9,5,1,1,0,2,10,0,1,11,2
